county,race,rate,ci_lower,ci_upper,moe,rse,risk_factor,gender
Mercer,Asian/Pacific Islander,~,~,~,,,Liver and Intrahepatic Bile Duct,Female
Mercer,Asian/Pacific Islander,14.6,38,24.4,,,Lung and Bronchus,Female
Mercer,Asian/Pacific Islander,~,~,~,,,Melanomas of the Skin,Female
Mercer,Asian/Pacific Islander,~,~,~,,,Mesothelioma,Female
Mercer,Asian/Pacific Islander,~,~,~,,,Myeloma,Female
Mercer,Asian/Pacific Islander,~,~,~,,,Non-Hodgkin Lymphoma,Female
Mercer,Asian/Pacific Islander,~,~,~,,,Oral Cavity and Pharynx,Female
Mercer,Asian/Pacific Islander,~,~,~,,,Ovary,Female
Mercer,Asian/Pacific Islander,~,~,~,,,Pancreas,Female
Mercer,Asian/Pacific Islander,~,~,~,,,Stomach,Female
Mercer,Asian/Pacific Islander,19.2,40.1,28.1,,,Thyroid,Female
Mercer,Asian/Pacific Islander,~,~,~,,,Urinary Bladder,Female
Mercer,Asian/Pacific Islander,249,327.4,286.3,,,All Cancer Sites Combined,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Brain and Other Nervous System,Male
Mercer,Asian/Pacific Islander,16.2,39.2,25.9,,,Colon and Rectum,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Esophagus,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Hodgkin Lymphoma,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Kaposi Sarcoma,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Kidney and Renal Pelvis,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Larynx,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Leukemias,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Liver and Intrahepatic Bile Duct,Male
Mercer,Asian/Pacific Islander,17.3,45,29,,,Lung and Bronchus,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Male Breast,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Melanomas of the Skin,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Mesothelioma,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Myeloma,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Non-Hodgkin Lymphoma,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Oral Cavity and Pharynx,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Pancreas,Male
Mercer,Asian/Pacific Islander,49.2,88.2,66.8,,,Prostate,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Stomach,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Testis,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Thyroid,Male
Mercer,Asian/Pacific Islander,~,~,~,,,Urinary Bladder,Male
Mercer,Asian/Pacific Islander,288.3,343,314.8,,,All Cancer Sites Combined,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Brain and Other Nervous System,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Cervix,Male and Female
Mercer,Asian/Pacific Islander,17.4,33,24.3,,,Colon and Rectum,Male and Female
Mercer,Asian/Pacific Islander,13.7,33.9,22.1,,,"Corpus and Uterus, NOS",Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Esophagus,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Hodgkin Lymphoma,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Kaposi Sarcoma,Male and Female
Mercer,Asian/Pacific Islander,4.4,12.7,7.7,,,Kidney and Renal Pelvis,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Larynx,Male and Female
Mercer,Asian/Pacific Islander,5.1,14.5,8.9,,,Leukemias,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Liver and Intrahepatic Bile Duct,Male and Female
Mercer,Asian/Pacific Islander,18.4,35.8,26.1,,,Lung and Bronchus,Male and Female
Mercer,Asian/Pacific Islander,110.6,157.7,132.6,,,Male and Female Breast,Male and Female
Mercer,Asian/Pacific Islander,33.4,61,45.7,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Melanomas of the Skin,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Mesothelioma,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Myeloma,Male and Female
Mercer,Asian/Pacific Islander,8.6,21.1,13.9,,,Non-Hodgkin Lymphoma,Male and Female
Mercer,Asian/Pacific Islander,5.5,15.3,9.5,,,Oral Cavity and Pharynx,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Ovary,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Pancreas,Male and Female
Mercer,Asian/Pacific Islander,49.2,88.2,66.8,,,Prostate,Male and Female
Mercer,Asian/Pacific Islander,5.8,16.3,10.1,,,Stomach,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Testis,Male and Female
Mercer,Asian/Pacific Islander,13.6,25.7,18.9,,,Thyroid,Male and Female
Mercer,Asian/Pacific Islander,~,~,~,,,Urinary Bladder,Male and Female
Mercer,Black/African American,419.5,476.2,447.1,,,All Cancer Sites Combined,Female
Mercer,Black/African American,~,~,~,,,Brain and Other Nervous System,Female
Mercer,Black/African American,7.6,17.7,11.9,,,Cervix,Female
Mercer,Black/African American,27.6,43.6,34.9,,,Colon and Rectum,Female
Mercer,Black/African American,28,44,35.3,,,"Corpus and Uterus, NOS",Female
Mercer,Black/African American,~,~,~,,,Esophagus,Female
Mercer,Black/African American,111.1,141.3,125.5,,,Female Breast,Female
Mercer,Black/African American,26.7,42.6,34,,,"Female Breast, <i>in situ</i>",Female
Mercer,Black/African American,~,~,~,,,Hodgkin Lymphoma,Female
Mercer,Black/African American,~,~,~,,,Kaposi Sarcoma,Female
Mercer,Black/African American,8.1,17.9,12.3,,,Kidney and Renal Pelvis,Female
Mercer,Black/African American,~,~,~,,,Larynx,Female
Mercer,Black/African American,7,16.4,11,,,Leukemias,Female
Mercer,Black/African American,~,~,~,,,Liver and Intrahepatic Bile Duct,Female
Mercer,Black/African American,46.7,67,56.2,,,Lung and Bronchus,Female
Mercer,Black/African American,~,~,~,,,Melanomas of the Skin,Female
Mercer,Black/African American,~,~,~,,,Mesothelioma,Female
Mercer,Black/African American,8.3,18.2,12.6,,,Myeloma,Female
Mercer,Black/African American,10.1,20.9,14.8,,,Non-Hodgkin Lymphoma,Female
Mercer,Black/African American,~,~,~,,,Oral Cavity and Pharynx,Female
Mercer,Black/African American,6.3,15.1,10,,,Ovary,Female
Mercer,Black/African American,17.9,31.4,23.9,,,Pancreas,Female
Mercer,Black/African American,~,~,~,,,Stomach,Female
Mercer,Black/African American,18.4,32.5,24.7,,,Thyroid,Female
Mercer,Black/African American,5.4,14.2,9,,,Urinary Bladder,Female
Mercer,Black/African American,604.6,687,644.8,,,All Cancer Sites Combined,Male
Mercer,Black/African American,~,~,~,,,Brain and Other Nervous System,Male
Mercer,Black/African American,33.5,55,43.3,,,Colon and Rectum,Male
Mercer,Black/African American,~,~,~,,,Esophagus,Male
Mercer,Black/African American,~,~,~,,,Hodgkin Lymphoma,Male
Mercer,Black/African American,~,~,~,,,Kaposi Sarcoma,Male
Mercer,Black/African American,24,42.3,32.2,,,Kidney and Renal Pelvis,Male
Mercer,Black/African American,~,~,~,,,Larynx,Male
Mercer,Black/African American,7.5,20.2,12.8,,,Leukemias,Male
Mercer,Black/African American,16.8,32,23.5,,,Liver and Intrahepatic Bile Duct,Male
Mercer,Black/African American,76.7,109.2,91.9,,,Lung and Bronchus,Male
Mercer,Black/African American,~,~,~,,,Male Breast,Male
Mercer,Black/African American,~,~,~,,,Melanomas of the Skin,Male
Mercer,Black/African American,~,~,~,,,Mesothelioma,Male
Mercer,Black/African American,12.3,27.6,18.9,,,Myeloma,Male
Mercer,Black/African American,15.2,31.7,22.4,,,Non-Hodgkin Lymphoma,Male
Mercer,Black/African American,7.2,18.7,12,,,Oral Cavity and Pharynx,Male
Mercer,Black/African American,15,31.2,22.1,,,Pancreas,Male
Mercer,Black/African American,227.4,277.5,251.5,,,Prostate,Male
Mercer,Black/African American,10.9,26.2,17.4,,,Stomach,Male
Mercer,Black/African American,~,~,~,,,Testis,Male
Mercer,Black/African American,~,~,~,,,Thyroid,Male
Mercer,Black/African American,14.3,31,21.5,,,Urinary Bladder,Male
Mercer,Black/African American,500.6,547,523.4,,,All Cancer Sites Combined,Male and Female
Mercer,Black/African American,2.6,7.2,4.5,,,Brain and Other Nervous System,Male and Female
Mercer,Black/African American,7.6,17.7,11.9,,,Cervix,Male and Female
Mercer,Black/African American,33.1,46,39.2,,,Colon and Rectum,Male and Female
Mercer,Black/African American,28,44,35.3,,,"Corpus and Uterus, NOS",Male and Female
Mercer,Black/African American,~,~,~,,,Esophagus,Male and Female
Mercer,Black/African American,~,~,~,,,Hodgkin Lymphoma,Male and Female
Mercer,Black/African American,~,~,~,,,Kaposi Sarcoma,Male and Female
Mercer,Black/African American,16.2,25.4,20.4,,,Kidney and Renal Pelvis,Male and Female
Mercer,Black/African American,~,~,~,,,Larynx,Male and Female
Mercer,Black/African American,8,15.1,11.2,,,Leukemias,Male and Female
Mercer,Black/African American,8.2,14.8,11.1,,,Liver and Intrahepatic Bile Duct,Male and Female
Mercer,Black/African American,61.8,79.2,70.1,,,Lung and Bronchus,Male and Female
Mercer,Black/African American,111.1,141.3,125.5,,,Male and Female Breast,Male and Female
Mercer,Black/African American,26.7,42.6,34,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Mercer,Black/African American,~,~,~,,,Melanomas of the Skin,Male and Female
Mercer,Black/African American,~,~,~,,,Mesothelioma,Male and Female
Mercer,Black/African American,11.1,19.3,14.8,,,Myeloma,Male and Female
Mercer,Black/African American,13.5,22.3,17.5,,,Non-Hodgkin Lymphoma,Male and Female
Mercer,Black/African American,5.7,11.7,8.3,,,Oral Cavity and Pharynx,Male and Female
Mercer,Black/African American,6.3,15.1,10,,,Ovary,Male and Female
Mercer,Black/African American,19,29.5,23.8,,,Pancreas,Male and Female
Mercer,Black/African American,227.4,277.5,251.5,,,Prostate,Male and Female
Mercer,Black/African American,6.6,13.3,9.6,,,Stomach,Male and Female
Mercer,Black/African American,~,~,~,,,Testis,Male and Female
Mercer,Black/African American,11.8,20,15.5,,,Thyroid,Male and Female
Mercer,Black/African American,10.2,18.4,13.9,,,Urinary Bladder,Male and Female
Mercer,Hispanic/Latino,338.1,418.2,376.7,,,All Cancer Sites Combined,Female
Mercer,Hispanic/Latino,~,~,~,,,Brain and Other Nervous System,Female
Mercer,Hispanic/Latino,~,~,~,,,Cervix,Female
Mercer,Hispanic/Latino,22.5,47.7,33.5,,,Colon and Rectum,Female
Mercer,Hispanic/Latino,19.1,41.2,28.7,,,"Corpus and Uterus, NOS",Female
Mercer,Hispanic/Latino,~,~,~,,,Esophagus,Female
Mercer,Hispanic/Latino,81.5,123.1,100.8,,,Female Breast,Female
Mercer,Hispanic/Latino,25.8,51.4,37.1,,,"Female Breast, <i>in situ</i>",Female
Mercer,Hispanic/Latino,~,~,~,,,Hodgkin Lymphoma,Female
Mercer,Hispanic/Latino,~,~,~,,,Kaposi Sarcoma,Female
Mercer,Hispanic/Latino,~,~,~,,,Kidney and Renal Pelvis,Female
Mercer,Hispanic/Latino,~,~,~,,,Larynx,Female
Mercer,Hispanic/Latino,6.4,19,11.4,,,Leukemias,Female
Mercer,Hispanic/Latino,~,~,~,,,Liver and Intrahepatic Bile Duct,Female
Mercer,Hispanic/Latino,19.2,45.2,30.4,,,Lung and Bronchus,Female
Mercer,Hispanic/Latino,~,~,~,,,Melanomas of the Skin,Female
Mercer,Hispanic/Latino,~,~,~,,,Mesothelioma,Female
Mercer,Hispanic/Latino,~,~,~,,,Myeloma,Female
Mercer,Hispanic/Latino,~,~,~,,,Non-Hodgkin Lymphoma,Female
Mercer,Hispanic/Latino,~,~,~,,,Oral Cavity and Pharynx,Female
Mercer,Hispanic/Latino,~,~,~,,,Ovary,Female
Mercer,Hispanic/Latino,~,~,~,,,Pancreas,Female
Mercer,Hispanic/Latino,~,~,~,,,Stomach,Female
Mercer,Hispanic/Latino,19,38.2,27.3,,,Thyroid,Female
Mercer,Hispanic/Latino,~,~,~,,,Urinary Bladder,Female
Mercer,Hispanic/Latino,382.1,489,433.4,,,All Cancer Sites Combined,Male
Mercer,Hispanic/Latino,~,~,~,,,Brain and Other Nervous System,Male
Mercer,Hispanic/Latino,21.4,52.9,34.9,,,Colon and Rectum,Male
Mercer,Hispanic/Latino,~,~,~,,,Esophagus,Male
Mercer,Hispanic/Latino,~,~,~,,,Hodgkin Lymphoma,Male
Mercer,Hispanic/Latino,~,~,~,,,Kaposi Sarcoma,Male
Mercer,Hispanic/Latino,~,~,~,,,Kidney and Renal Pelvis,Male
Mercer,Hispanic/Latino,~,~,~,,,Larynx,Male
Mercer,Hispanic/Latino,10.9,34,20.4,,,Leukemias,Male
Mercer,Hispanic/Latino,10.6,33.2,19.9,,,Liver and Intrahepatic Bile Duct,Male
Mercer,Hispanic/Latino,23.4,59.9,39,,,Lung and Bronchus,Male
Mercer,Hispanic/Latino,~,~,~,,,Male Breast,Male
Mercer,Hispanic/Latino,~,~,~,,,Melanomas of the Skin,Male
Mercer,Hispanic/Latino,~,~,~,,,Mesothelioma,Male
Mercer,Hispanic/Latino,~,~,~,,,Myeloma,Male
Mercer,Hispanic/Latino,11.3,36,21.5,,,Non-Hodgkin Lymphoma,Male
Mercer,Hispanic/Latino,8.8,31.3,17.8,,,Oral Cavity and Pharynx,Male
Mercer,Hispanic/Latino,~,~,~,,,Pancreas,Male
Mercer,Hispanic/Latino,102.5,162.7,130.4,,,Prostate,Male
Mercer,Hispanic/Latino,~,~,~,,,Stomach,Male
Mercer,Hispanic/Latino,~,~,~,,,Testis,Male
Mercer,Hispanic/Latino,~,~,~,,,Thyroid,Male
Mercer,Hispanic/Latino,16.3,47.7,29.4,,,Urinary Bladder,Male
Mercer,Hispanic/Latino,362.5,425.5,393.1,,,All Cancer Sites Combined,Male and Female
Mercer,Hispanic/Latino,3.4,10.6,6.3,,,Brain and Other Nervous System,Male and Female
Mercer,Hispanic/Latino,~,~,~,,,Cervix,Male and Female
Mercer,Hispanic/Latino,25,44,33.6,,,Colon and Rectum,Male and Female
Mercer,Hispanic/Latino,19.1,41.2,28.7,,,"Corpus and Uterus, NOS",Male and Female
Mercer,Hispanic/Latino,~,~,~,,,Esophagus,Male and Female
Mercer,Hispanic/Latino,~,~,~,,,Hodgkin Lymphoma,Male and Female
Mercer,Hispanic/Latino,~,~,~,,,Kaposi Sarcoma,Male and Female
Mercer,Hispanic/Latino,8.3,19,12.8,,,Kidney and Renal Pelvis,Male and Female
Mercer,Hispanic/Latino,~,~,~,,,Larynx,Male and Female
Mercer,Hispanic/Latino,10,21.6,15,,,Leukemias,Male and Female
Mercer,Hispanic/Latino,6.9,17.7,11.4,,,Liver and Intrahepatic Bile Duct,Male and Female
Mercer,Hispanic/Latino,24.3,45.1,33.7,,,Lung and Bronchus,Male and Female
Mercer,Hispanic/Latino,81.5,123.1,100.8,,,Male and Female Breast,Male and Female
Mercer,Hispanic/Latino,25.8,51.4,37.1,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Mercer,Hispanic/Latino,~,~,~,,,Melanomas of the Skin,Male and Female
Mercer,Hispanic/Latino,~,~,~,,,Mesothelioma,Male and Female
Mercer,Hispanic/Latino,7.2,19.6,12.4,,,Myeloma,Male and Female
Mercer,Hispanic/Latino,12.2,26.7,18.6,,,Non-Hodgkin Lymphoma,Male and Female
Mercer,Hispanic/Latino,4.6,14.3,8.5,,,Oral Cavity and Pharynx,Male and Female
Mercer,Hispanic/Latino,~,~,~,,,Ovary,Male and Female
Mercer,Hispanic/Latino,8.9,22,14.5,,,Pancreas,Male and Female
Mercer,Hispanic/Latino,102.5,162.7,130.4,,,Prostate,Male and Female
Mercer,Hispanic/Latino,~,~,~,,,Stomach,Male and Female
Mercer,Hispanic/Latino,~,~,~,,,Testis,Male and Female
Mercer,Hispanic/Latino,11.1,21.2,15.5,,,Thyroid,Male and Female
Mercer,Hispanic/Latino,8.2,21.4,13.8,,,Urinary Bladder,Male and Female
Mercer,White,459.7,491.3,475.3,,,All Cancer Sites Combined,Female
Mercer,White,3.9,7.7,5.6,,,Brain and Other Nervous System,Female
Mercer,White,4.4,8.8,6.3,,,Cervix,Female
Mercer,White,27.4,35.4,31.2,,,Colon and Rectum,Female
Mercer,White,32.3,40.7,36.3,,,"Corpus and Uterus, NOS",Female
Mercer,White,~,~,~,,,Esophagus,Female
Mercer,White,131.8,149.4,140.4,,,Female Breast,Female
Mercer,White,30.2,39.2,34.5,,,"Female Breast, <i>in situ</i>",Female
Mercer,White,1.4,4.2,2.6,,,Hodgkin Lymphoma,Female
Mercer,White,~,~,~,,,Kaposi Sarcoma,Female
Mercer,White,8.6,13.6,10.8,,,Kidney and Renal Pelvis,Female
Mercer,White,~,~,~,,,Larynx,Female
Mercer,White,13,19.1,15.8,,,Leukemias,Female
Mercer,White,2.8,5.8,4.1,,,Liver and Intrahepatic Bile Duct,Female
Mercer,White,43.3,52.8,47.8,,,Lung and Bronchus,Female
Mercer,White,15.7,22.3,18.8,,,Melanomas of the Skin,Female
Mercer,White,~,~,~,,,Mesothelioma,Female
Mercer,White,3.8,7.1,5.3,,,Myeloma,Female
Mercer,White,16.8,23.3,19.8,,,Non-Hodgkin Lymphoma,Female
Mercer,White,3.1,6.1,4.4,,,Oral Cavity and Pharynx,Female
Mercer,White,11,16.6,13.6,,,Ovary,Female
Mercer,White,12.1,17.4,14.5,,,Pancreas,Female
Mercer,White,4.2,7.6,5.7,,,Stomach,Female
Mercer,White,32.4,42.3,37.1,,,Thyroid,Female
Mercer,White,7.1,11.2,8.9,,,Urinary Bladder,Female
Mercer,White,544.1,580,561.9,,,All Cancer Sites Combined,Male
Mercer,White,7.9,13.3,10.4,,,Brain and Other Nervous System,Male
Mercer,White,38.7,49,43.6,,,Colon and Rectum,Male
Mercer,White,6.1,10.6,8.1,,,Esophagus,Male
Mercer,White,1.8,4.8,3,,,Hodgkin Lymphoma,Male
Mercer,White,~,~,~,,,Kaposi Sarcoma,Male
Mercer,White,21.6,29.2,25.2,,,Kidney and Renal Pelvis,Male
Mercer,White,2.5,5.5,3.8,,,Larynx,Male
Mercer,White,19.4,26.9,22.9,,,Leukemias,Male
Mercer,White,11,16.6,13.5,,,Liver and Intrahepatic Bile Duct,Male
Mercer,White,57.7,69.9,63.6,,,Lung and Bronchus,Male
Mercer,White,~,~,~,,,Male Breast,Male
Mercer,White,34.6,44.4,39.3,,,Melanomas of the Skin,Male
Mercer,White,~,~,~,,,Mesothelioma,Male
Mercer,White,7.7,12.7,10,,,Myeloma,Male
Mercer,White,25.8,34.5,29.9,,,Non-Hodgkin Lymphoma,Male
Mercer,White,14.6,21,17.6,,,Oral Cavity and Pharynx,Male
Mercer,White,12,18,14.8,,,Pancreas,Male
Mercer,White,121.4,138.1,129.5,,,Prostate,Male
Mercer,White,6.6,11.3,8.7,,,Stomach,Male
Mercer,White,4.8,9.5,6.9,,,Testis,Male
Mercer,White,12.5,18.6,15.3,,,Thyroid,Male
Mercer,White,36.8,46.8,41.6,,,Urinary Bladder,Male
Mercer,White,495,518.2,506.5,,,All Cancer Sites Combined,Male and Female
Mercer,White,6.3,9.5,7.8,,,Brain and Other Nervous System,Male and Female
Mercer,White,4.4,8.8,6.3,,,Cervix,Male and Female
Mercer,White,33.6,39.9,36.6,,,Colon and Rectum,Male and Female
Mercer,White,32.3,40.7,36.3,,,"Corpus and Uterus, NOS",Male and Female
Mercer,White,3.5,5.7,4.5,,,Esophagus,Male and Female
Mercer,White,1.9,3.9,2.7,,,Hodgkin Lymphoma,Male and Female
Mercer,White,~,~,~,,,Kaposi Sarcoma,Male and Female
Mercer,White,15.2,19.5,17.2,,,Kidney and Renal Pelvis,Male and Female
Mercer,White,1.4,2.8,2,,,Larynx,Male and Female
Mercer,White,16.6,21.2,18.8,,,Leukemias,Male and Female
Mercer,White,7.2,10.2,8.6,,,Liver and Intrahepatic Bile Duct,Male and Female
Mercer,White,50.5,57.9,54.1,,,Lung and Bronchus,Male and Female
Mercer,White,131.8,149.4,140.4,,,Male and Female Breast,Male and Female
Mercer,White,30.2,39.2,34.5,,,"Male and Female Breast, <i>in situ</i>",Male and Female
Mercer,White,24.7,30.2,27.4,,,Melanomas of the Skin,Male and Female
Mercer,White,~,~,~,,,Mesothelioma,Male and Female
Mercer,White,6,8.8,7.3,,,Myeloma,Male and Female
Mercer,White,21.7,26.9,24.2,,,Non-Hodgkin Lymphoma,Male and Female
Mercer,White,8.9,12.2,10.4,,,Oral Cavity and Pharynx,Male and Female
Mercer,White,11,16.6,13.6,,,Ovary,Male and Female
Mercer,White,12.8,16.7,14.7,,,Pancreas,Male and Female
Mercer,White,121.4,138.1,129.5,,,Prostate,Male and Female
Mercer,White,5.7,8.5,7,,,Stomach,Male and Female
Mercer,White,4.8,9.5,6.9,,,Testis,Male and Female
Mercer,White,23.3,29.1,26.1,,,Thyroid,Male and Female
Mercer,White,20.6,25.4,22.9,,,Urinary Bladder,Male and Female
Middlesex,All Races,425.1,441.8,433.4,,,All Cancer Sites Combined,Female
Middlesex,All Races,4.5,6.5,5.4,,,Brain and Other Nervous System,Female
Middlesex,All Races,6.5,8.8,7.6,,,Cervix,Female
Middlesex,All Races,31.6,36.2,33.8,,,Colon and Rectum,Female
Middlesex,All Races,29.2,33.6,31.3,,,"Corpus and Uterus, NOS",Female
Middlesex,All Races,1.1,2,1.5,,,Esophagus,Female
Middlesex,All Races,122.8,131.9,127.3,,,Female Breast,Female
Middlesex,All Races,36.6,41.7,39.1,,,"Female Breast, <i>in situ</i>",Female
Middlesex,All Races,1.6,3,2.2,,,Hodgkin Lymphoma,Female
Middlesex,All Races,~,~,~,,,Kaposi Sarcoma,Female
Middlesex,All Races,11,13.9,12.4,,,Kidney and Renal Pelvis,Female
Middlesex,All Races,0.5,1.2,0.8,,,Larynx,Female
Middlesex,All Races,11,13.9,12.4,,,Leukemias,Female
Middlesex,All Races,3.5,5.1,4.2,,,Liver and Intrahepatic Bile Duct,Female
Middlesex,All Races,41.8,47,44.3,,,Lung and Bronchus,Female
Middlesex,All Races,12.8,15.9,14.3,,,Melanomas of the Skin,Female
Middlesex,All Races,0.4,1,0.6,,,Mesothelioma,Female
Middlesex,All Races,4.6,6.5,5.5,,,Myeloma,Female
Middlesex,All Races,17.4,20.9,19,,,Non-Hodgkin Lymphoma,Female
Middlesex,All Races,5.8,7.9,6.8,,,Oral Cavity and Pharynx,Female
Middlesex,All Races,9.8,12.5,11,,,Ovary,Female
Middlesex,All Races,10.7,13.4,12,,,Pancreas,Female
Middlesex,All Races,4,5.7,4.8,,,Stomach,Female
Middlesex,All Races,26.9,31.5,29.1,,,Thyroid,Female
Middlesex,All Races,8.6,11,9.8,,,Urinary Bladder,Female
Middlesex,All Races,486.1,505.5,495.7,,,All Cancer Sites Combined,Male
Middlesex,All Races,6.7,9.2,7.9,,,Brain and Other Nervous System,Male
Middlesex,All Races,40.9,46.7,43.7,,,Colon and Rectum,Male
Middlesex,All Races,5.4,7.6,6.5,,,Esophagus,Male
Middlesex,All Races,2.4,4,3.2,,,Hodgkin Lymphoma,Male
Middlesex,All Races,~,~,~,,,Kaposi Sarcoma,Male
Middlesex,All Races,19,23,20.9,,,Kidney and Renal Pelvis,Male
Middlesex,All Races,4,5.9,4.9,,,Larynx,Male
Middlesex,All Races,16.9,20.9,18.8,,,Leukemias,Male
Middlesex,All Races,10,12.9,11.4,,,Liver and Intrahepatic Bile Duct,Male
Middlesex,All Races,51.7,58.4,55,,,Lung and Bronchus,Male
Middlesex,All Races,~,~,~,,,Male Breast,Male
Middlesex,All Races,19.5,23.7,21.5,,,Melanomas of the Skin,Male
Middlesex,All Races,1.4,2.7,2,,,Mesothelioma,Male
Middlesex,All Races,8.2,10.9,9.5,,,Myeloma,Male
Middlesex,All Races,23.5,27.9,25.6,,,Non-Hodgkin Lymphoma,Male
Middlesex,All Races,13.9,17.3,15.6,,,Oral Cavity and Pharynx,Male
Middlesex,All Races,12.6,15.9,14.2,,,Pancreas,Male
Middlesex,All Races,121.8,131.3,126.5,,,Prostate,Male
